,job
8689,technician
8690,admin.
8691,management
8692,blue-collar
8693,blue-collar
8694,blue-collar
8695,technician
8696,admin.
8697,self-employed
8698,unemployed
8699,management
8700,unemployed
8701,management
8702,entrepreneur
8703,blue-collar
8704,unemployed
8705,retired
8706,entrepreneur
8707,unemployed
8708,admin.
8709,services
8710,services
8711,blue-collar
8712,management
8713,technician
8714,entrepreneur
8715,admin.
8716,management
8717,management
8718,management
8719,self-employed
8720,blue-collar
8721,services
8722,technician
8723,blue-collar
8724,management
8725,technician
8726,technician
8727,blue-collar
8728,technician
8729,technician
8730,unemployed
8731,technician
8732,technician
8733,self-employed
8734,management
8735,management
8736,blue-collar
8737,technician
8738,self-employed
8739,retired
8740,services
8741,management
8742,entrepreneur
8743,admin.
8744,admin.
8745,retired
8746,blue-collar
8747,self-employed
8748,services
8749,admin.
8750,self-employed
8751,services
8752,management
8753,technician
8754,management
8755,management
8756,housemaid
8757,services
8758,management
8759,blue-collar
8760,housemaid
8761,admin.
8762,technician
8763,admin.
8764,technician
8765,management
8766,retired
8767,blue-collar
8768,retired
8769,management
8770,services
8771,admin.
8772,unemployed
8773,management
8774,admin.
8775,technician
8776,admin.
8777,services
8778,admin.
8779,retired
8780,management
8781,blue-collar
8782,admin.
8783,blue-collar
8784,services
8785,management
8786,blue-collar
8787,management
8788,admin.
8789,management
8790,blue-collar
8791,management
8792,management
8793,management
8794,management
8795,technician
8796,blue-collar
8797,admin.
8798,technician
8799,services
8800,blue-collar
8801,blue-collar
8802,admin.
8803,blue-collar
8804,technician
8805,blue-collar
8806,technician
8807,blue-collar
8808,blue-collar
8809,management
8810,admin.
8811,self-employed
8812,management
8813,management
8814,management
8815,technician
8816,blue-collar
8817,retired
8818,management
8819,blue-collar
8820,technician
8821,blue-collar
8822,management
8823,admin.
8824,blue-collar
8825,services
8826,technician
8827,blue-collar
8828,management
8829,management
8830,self-employed
8831,technician
8832,student
8833,blue-collar
8834,entrepreneur
8835,admin.
8836,admin.
8837,blue-collar
8838,blue-collar
8839,blue-collar
8840,unemployed
8841,technician
8842,services
8843,management
8844,admin.
8845,housemaid
8846,services
8847,management
8848,unemployed
8849,technician
8850,technician
8851,blue-collar
8852,technician
8853,blue-collar
8854,blue-collar
8855,management
8856,blue-collar
8857,housemaid
8858,self-employed
8859,technician
8860,entrepreneur
8861,technician
8862,blue-collar
8863,management
8864,retired
8865,blue-collar
8866,blue-collar
8867,admin.
8868,student
8869,services
8870,blue-collar
8871,admin.
8872,management
8873,retired
8874,retired
8875,services
8876,management
8877,blue-collar
8878,blue-collar
8879,management
8880,blue-collar
8881,technician
8882,management
8883,technician
8884,technician
8885,unknown
8886,entrepreneur
8887,technician
8888,blue-collar
8889,retired
8890,blue-collar
8891,technician
8892,technician
8893,services
8894,services
8895,management
8896,admin.
8897,management
8898,management
8899,admin.
8900,management
8901,blue-collar
8902,admin.
8903,management
8904,management
8905,technician
8906,services
8907,services
8908,unemployed
8909,technician
8910,management
8911,blue-collar
8912,technician
8913,services
8914,entrepreneur
8915,services
8916,self-employed
8917,services
8918,admin.
8919,technician
8920,management
8921,technician
8922,technician
8923,student
8924,management
8925,blue-collar
8926,technician
8927,technician
8928,technician
8929,entrepreneur
8930,management
8931,blue-collar
8932,blue-collar
8933,admin.
8934,management
8935,entrepreneur
8936,management
8937,technician
8938,management
8939,self-employed
8940,management
8941,retired
8942,self-employed
8943,management
8944,management
8945,technician
8946,management
8947,blue-collar
8948,technician
8949,housemaid
8950,self-employed
8951,retired
8952,technician
8953,blue-collar
8954,technician
8955,technician
8956,entrepreneur
8957,services
8958,student
8959,retired
8960,retired
8961,retired
8962,blue-collar
8963,admin.
8964,blue-collar
8965,unemployed
8966,unknown
8967,self-employed
8968,admin.
8969,services
8970,blue-collar
8971,blue-collar
8972,technician
8973,services
8974,retired
8975,admin.
8976,admin.
8977,management
8978,management
8979,admin.
8980,management
8981,blue-collar
8982,management
8983,management
8984,services
8985,technician
8986,blue-collar
8987,management
8988,blue-collar
8989,unemployed
8990,blue-collar
8991,technician
8992,management
8993,retired
8994,management
8995,admin.
8996,entrepreneur
8997,technician
8998,housemaid
8999,blue-collar
9000,technician
9001,management
9002,management
9003,admin.
9004,management
9005,management
9006,services
9007,admin.
9008,unemployed
9009,services
9010,admin.
9011,self-employed
9012,blue-collar
9013,management
9014,management
9015,retired
9016,blue-collar
9017,blue-collar
9018,blue-collar
9019,management
9020,services
9021,technician
9022,services
9023,blue-collar
9024,admin.
9025,admin.
9026,admin.
9027,management
9028,admin.
9029,admin.
9030,services
9031,retired
9032,blue-collar
9033,blue-collar
9034,admin.
9035,management
9036,management
9037,technician
9038,services
9039,technician
9040,admin.
9041,technician
9042,retired
9043,retired
9044,management
9045,management
9046,retired
9047,technician
9048,services
9049,blue-collar
9050,blue-collar
9051,blue-collar
9052,blue-collar
9053,unemployed
9054,technician
9055,admin.
9056,housemaid
9057,management
9058,services
9059,housemaid
9060,housemaid
9061,retired
9062,retired
9063,management
9064,management
9065,self-employed
9066,technician
9067,management
9068,technician
9069,blue-collar
9070,technician
9071,blue-collar
9072,blue-collar
9073,technician
9074,blue-collar
9075,management
9076,blue-collar
9077,admin.
9078,technician
9079,services
9080,services
9081,technician
9082,technician
9083,blue-collar
9084,management
9085,management
9086,services
9087,management
9088,admin.
9089,retired
9090,services
9091,management
9092,admin.
9093,technician
9094,retired
9095,management
9096,services
9097,technician
9098,management
9099,retired
9100,admin.
9101,management
9102,blue-collar
9103,technician
9104,admin.
9105,management
9106,blue-collar
9107,blue-collar
9108,technician
9109,admin.
9110,technician
9111,management
9112,unemployed
9113,blue-collar
9114,entrepreneur
9115,management
9116,admin.
9117,blue-collar
9118,retired
9119,services
9120,blue-collar
9121,blue-collar
9122,management
9123,technician
9124,blue-collar
9125,blue-collar
9126,management
9127,blue-collar
9128,admin.
9129,technician
9130,blue-collar
9131,management
9132,blue-collar
9133,technician
9134,admin.
9135,technician
9136,blue-collar
9137,admin.
9138,technician
9139,entrepreneur
9140,technician
9141,blue-collar
9142,entrepreneur
9143,blue-collar
9144,blue-collar
9145,technician
9146,technician
9147,management
9148,technician
9149,retired
9150,services
9151,management
9152,management
9153,self-employed
9154,unemployed
9155,blue-collar
9156,blue-collar
9157,blue-collar
9158,unemployed
9159,technician
9160,entrepreneur
9161,management
9162,services
9163,technician
9164,blue-collar
9165,blue-collar
9166,blue-collar
9167,management
9168,technician
9169,blue-collar
9170,management
9171,services
9172,blue-collar
9173,self-employed
9174,admin.
9175,management
9176,admin.
9177,blue-collar
9178,self-employed
9179,management
9180,retired
9181,technician
9182,technician
9183,management
9184,admin.
9185,management
9186,blue-collar
9187,management
9188,management
9189,admin.
9190,technician
9191,blue-collar
9192,blue-collar
9193,management
9194,retired
9195,blue-collar
9196,blue-collar
9197,admin.
9198,technician
9199,management
9200,management
9201,blue-collar
9202,blue-collar
9203,retired
9204,blue-collar
9205,management
9206,admin.
9207,technician
9208,blue-collar
9209,management
9210,blue-collar
9211,management
9212,technician
9213,management
9214,services
9215,blue-collar
9216,blue-collar
9217,entrepreneur
9218,management
9219,unemployed
9220,unknown
9221,management
9222,blue-collar
9223,technician
9224,admin.
9225,management
9226,blue-collar
9227,unemployed
9228,blue-collar
9229,entrepreneur
9230,management
9231,admin.
9232,services
9233,admin.
9234,admin.
9235,management
9236,technician
9237,management
9238,technician
9239,blue-collar
9240,management
9241,blue-collar
9242,blue-collar
9243,technician
9244,services
9245,entrepreneur
9246,blue-collar
9247,management
9248,retired
9249,self-employed
9250,management
9251,management
9252,blue-collar
9253,admin.
9254,technician
9255,technician
9256,technician
9257,blue-collar
9258,management
9259,management
9260,blue-collar
9261,technician
9262,blue-collar
9263,technician
9264,blue-collar
9265,services
9266,admin.
9267,management
9268,student
9269,management
9270,services
9271,management
9272,blue-collar
9273,blue-collar
9274,blue-collar
9275,housemaid
9276,unknown
9277,technician
9278,blue-collar
9279,technician
9280,technician
9281,retired
9282,management
9283,unknown
9284,retired
9285,management
9286,technician
9287,admin.
9288,self-employed
9289,management
9290,technician
9291,management
9292,blue-collar
9293,management
9294,housemaid
9295,management
9296,retired
9297,housemaid
9298,blue-collar
9299,services
9300,retired
9301,services
9302,management
9303,retired
9304,unemployed
9305,technician
9306,technician
9307,services
9308,management
9309,blue-collar
9310,technician
9311,management
9312,admin.
9313,admin.
9314,housemaid
9315,blue-collar
9316,self-employed
9317,housemaid
9318,blue-collar
9319,admin.
9320,blue-collar
9321,technician
9322,blue-collar
9323,blue-collar
9324,admin.
9325,management
9326,blue-collar
9327,management
9328,services
9329,services
9330,admin.
9331,blue-collar
9332,admin.
9333,entrepreneur
9334,services
9335,services
9336,blue-collar
9337,services
9338,self-employed
9339,technician
9340,admin.
9341,retired
9342,management
9343,self-employed
9344,blue-collar
9345,services
9346,management
9347,management
9348,self-employed
9349,retired
9350,management
9351,technician
9352,blue-collar
9353,management
9354,blue-collar
9355,unemployed
9356,blue-collar
9357,retired
9358,technician
9359,services
9360,management
9361,blue-collar
9362,unemployed
9363,admin.
9364,management
9365,self-employed
9366,entrepreneur
9367,admin.
9368,blue-collar
9369,blue-collar
9370,blue-collar
9371,blue-collar
9372,self-employed
9373,self-employed
9374,admin.
9375,blue-collar
9376,management
9377,management
9378,management
9379,admin.
9380,technician
9381,management
9382,management
9383,technician
9384,management
9385,management
9386,services
9387,retired
9388,blue-collar
9389,technician
9390,blue-collar
9391,technician
9392,management
9393,entrepreneur
9394,management
9395,services
9396,management
9397,management
9398,management
9399,technician
9400,services
9401,unemployed
9402,technician
9403,management
9404,admin.
9405,technician
9406,technician
9407,management
9408,entrepreneur
9409,management
9410,services
9411,technician
9412,admin.
9413,blue-collar
9414,self-employed
9415,self-employed
9416,blue-collar
9417,retired
9418,blue-collar
9419,management
9420,management
9421,admin.
9422,admin.
9423,services
9424,admin.
9425,technician
9426,entrepreneur
9427,admin.
9428,admin.
9429,management
9430,retired
9431,blue-collar
9432,retired
9433,blue-collar
9434,blue-collar
9435,housemaid
9436,services
9437,blue-collar
9438,services
9439,admin.
9440,entrepreneur
9441,management
9442,admin.
9443,admin.
9444,blue-collar
9445,technician
9446,self-employed
9447,blue-collar
9448,management
9449,retired
9450,services
9451,technician
9452,management
9453,services
9454,retired
9455,blue-collar
9456,management
9457,services
9458,management
9459,blue-collar
9460,blue-collar
9461,management
9462,management
9463,technician
9464,services
9465,admin.
9466,unemployed
9467,self-employed
9468,services
9469,blue-collar
9470,management
9471,technician
9472,services
9473,blue-collar
9474,management
9475,unemployed
9476,management
9477,management
9478,retired
9479,services
9480,admin.
9481,management
9482,blue-collar
9483,blue-collar
9484,management
9485,technician
9486,blue-collar
9487,retired
9488,admin.
9489,admin.
9490,blue-collar
9491,blue-collar
9492,technician
9493,blue-collar
9494,management
9495,self-employed
9496,technician
9497,services
9498,self-employed
9499,unknown
9500,services
9501,technician
9502,blue-collar
9503,services
9504,blue-collar
9505,management
9506,self-employed
9507,blue-collar
9508,technician
9509,management
9510,unemployed
9511,retired
9512,technician
9513,management
9514,unemployed
9515,management
9516,admin.
9517,management
9518,blue-collar
9519,admin.
9520,self-employed
9521,blue-collar
9522,technician
9523,management
9524,services
9525,admin.
9526,management
9527,blue-collar
9528,entrepreneur
9529,blue-collar
9530,admin.
9531,blue-collar
9532,management
9533,blue-collar
9534,blue-collar
9535,technician
9536,management
9537,entrepreneur
9538,management
9539,technician
9540,technician
9541,admin.
9542,self-employed
9543,management
9544,technician
9545,technician
9546,blue-collar
9547,management
9548,technician
9549,blue-collar
9550,admin.
9551,blue-collar
9552,admin.
9553,admin.
9554,blue-collar
9555,blue-collar
9556,housemaid
9557,blue-collar
9558,management
9559,blue-collar
9560,blue-collar
9561,technician
9562,management
9563,blue-collar
9564,management
9565,blue-collar
9566,admin.
9567,technician
9568,management
9569,management
9570,blue-collar
9571,management
9572,management
9573,technician
9574,admin.
9575,technician
9576,blue-collar
9577,technician
9578,blue-collar
9579,blue-collar
9580,services
9581,technician
9582,retired
9583,blue-collar
9584,blue-collar
9585,management
9586,student
9587,blue-collar
9588,management
9589,management
9590,blue-collar
9591,blue-collar
9592,admin.
9593,blue-collar
9594,blue-collar
9595,services
9596,blue-collar
9597,technician
9598,technician
9599,retired
9600,retired
9601,management
9602,blue-collar
9603,technician
9604,technician
9605,services
9606,technician
9607,blue-collar
9608,admin.
9609,admin.
9610,services
9611,blue-collar
9612,management
9613,blue-collar
9614,management
9615,blue-collar
9616,admin.
9617,technician
9618,blue-collar
9619,blue-collar
9620,admin.
9621,technician
9622,admin.
9623,services
9624,student
9625,services
9626,admin.
9627,technician
9628,blue-collar
9629,services
9630,technician
9631,management
9632,management
9633,blue-collar
9634,blue-collar
9635,services
9636,services
9637,retired
9638,admin.
9639,blue-collar
9640,blue-collar
9641,management
9642,admin.
9643,blue-collar
9644,technician
9645,student
9646,technician
9647,technician
9648,self-employed
9649,self-employed
9650,technician
9651,services
9652,management
9653,technician
9654,admin.
9655,blue-collar
9656,management
9657,blue-collar
9658,services
9659,unknown
9660,management
9661,management
9662,retired
9663,blue-collar
9664,unknown
9665,technician
9666,technician
9667,retired
9668,management
9669,self-employed
9670,admin.
9671,self-employed
9672,housemaid
9673,unemployed
9674,technician
9675,technician
9676,services
9677,management
9678,technician
9679,admin.
9680,blue-collar
9681,services
9682,blue-collar
9683,services
9684,technician
9685,entrepreneur
9686,unemployed
9687,admin.
9688,services
9689,student
9690,management
9691,technician
9692,blue-collar
9693,admin.
9694,blue-collar
9695,blue-collar
9696,services
9697,admin.
9698,technician
9699,technician
9700,technician
9701,technician
9702,management
9703,blue-collar
9704,technician
9705,self-employed
9706,unknown
9707,blue-collar
9708,admin.
9709,admin.
9710,technician
9711,management
9712,blue-collar
9713,housemaid
9714,technician
9715,services
9716,admin.
9717,blue-collar
9718,blue-collar
9719,services
9720,student
9721,blue-collar
9722,blue-collar
9723,student
9724,technician
9725,management
9726,self-employed
9727,blue-collar
9728,management
9729,management
9730,technician
9731,admin.
9732,blue-collar
9733,blue-collar
9734,management
9735,blue-collar
9736,admin.
9737,technician
9738,management
9739,blue-collar
9740,blue-collar
9741,retired
9742,management
9743,blue-collar
9744,blue-collar
9745,blue-collar
9746,technician
9747,admin.
9748,technician
9749,management
9750,admin.
9751,services
9752,management
9753,technician
9754,technician
9755,blue-collar
9756,blue-collar
9757,technician
9758,admin.
9759,management
9760,blue-collar
9761,blue-collar
9762,admin.
9763,blue-collar
9764,blue-collar
9765,housemaid
9766,management
9767,retired
9768,services
9769,blue-collar
9770,management
9771,management
9772,admin.
9773,retired
9774,technician
9775,technician
9776,retired
9777,blue-collar
9778,technician
9779,retired
9780,technician
9781,services
9782,admin.
9783,retired
9784,technician
9785,self-employed
9786,entrepreneur
9787,management
9788,blue-collar
9789,housemaid
9790,blue-collar
9791,technician
9792,management
9793,unemployed
9794,technician
9795,self-employed
9796,blue-collar
9797,services
9798,blue-collar
9799,technician
9800,services
9801,technician
9802,technician
9803,management
9804,management
9805,management
9806,retired
9807,management
9808,management
9809,technician
9810,blue-collar
9811,technician
9812,blue-collar
9813,admin.
9814,admin.
9815,blue-collar
9816,blue-collar
9817,services
9818,technician
9819,management
9820,admin.
9821,blue-collar
9822,management
9823,entrepreneur
9824,admin.
9825,housemaid
9826,management
9827,services
9828,admin.
9829,housemaid
9830,management
9831,blue-collar
9832,technician
9833,retired
9834,technician
9835,management
9836,technician
9837,admin.
9838,blue-collar
9839,technician
9840,management
9841,management
9842,services
9843,blue-collar
9844,technician
9845,unknown
9846,blue-collar
9847,student
9848,blue-collar
9849,blue-collar
9850,admin.
9851,management
9852,admin.
9853,self-employed
9854,management
9855,services
9856,blue-collar
9857,technician
9858,blue-collar
9859,admin.
9860,management
9861,self-employed
9862,technician
9863,blue-collar
9864,technician
9865,blue-collar
9866,blue-collar
9867,retired
9868,admin.
9869,retired
9870,services
9871,self-employed
9872,technician
9873,management
9874,technician
9875,management
9876,admin.
9877,technician
9878,services
9879,management
9880,management
9881,services
9882,blue-collar
9883,admin.
9884,technician
9885,management
9886,management
9887,technician
9888,student
9889,admin.
9890,technician
9891,unemployed
9892,blue-collar
9893,technician
9894,retired
9895,blue-collar
9896,management
9897,admin.
9898,blue-collar
9899,admin.
9900,management
9901,blue-collar
9902,services
9903,technician
9904,services
9905,management
9906,admin.
9907,management
9908,management
9909,self-employed
9910,management
9911,services
9912,self-employed
9913,management
9914,services
9915,technician
9916,technician
9917,technician
9918,admin.
9919,admin.
9920,student
9921,technician
9922,management
9923,technician
9924,management
9925,technician
9926,blue-collar
9927,blue-collar
9928,management
9929,admin.
9930,student
9931,services
9932,blue-collar
9933,technician
9934,management
9935,management
9936,technician
9937,blue-collar
9938,technician
9939,entrepreneur
9940,services
9941,management
9942,admin.
9943,management
9944,blue-collar
9945,technician
9946,blue-collar
9947,technician
9948,services
9949,admin.
9950,admin.
9951,management
9952,services
9953,technician
9954,services
9955,technician
9956,unemployed
9957,technician
9958,blue-collar
9959,management
9960,blue-collar
9961,technician
9962,retired
9963,admin.
9964,services
9965,technician
9966,admin.
9967,retired
9968,services
9969,admin.
9970,housemaid
9971,blue-collar
9972,blue-collar
9973,management
9974,admin.
9975,blue-collar
9976,unknown
9977,management
9978,admin.
9979,blue-collar
9980,management
9981,blue-collar
9982,self-employed
9983,management
9984,admin.
9985,management
9986,technician
9987,admin.
9988,blue-collar
9989,technician
9990,management
9991,management
9992,blue-collar
9993,management
9994,management
9995,admin.
9996,entrepreneur
9997,management
9998,self-employed
9999,entrepreneur
10000,technician
10001,student
10002,retired
10003,management
10004,management
10005,technician
10006,technician
10007,management
10008,student
10009,blue-collar
10010,blue-collar
10011,services
10012,technician
10013,management
10014,technician
10015,services
10016,management
10017,entrepreneur
10018,entrepreneur
10019,retired
10020,blue-collar
10021,blue-collar
10022,technician
10023,student
10024,retired
10025,management
10026,blue-collar
10027,services
10028,blue-collar
10029,blue-collar
10030,blue-collar
10031,management
10032,management
10033,services
10034,technician
10035,management
10036,technician
10037,blue-collar
10038,blue-collar
10039,services
10040,entrepreneur
10041,blue-collar
10042,retired
10043,services
10044,admin.
10045,self-employed
10046,admin.
10047,self-employed
10048,admin.
10049,blue-collar
10050,blue-collar
10051,technician
10052,admin.
10053,services
10054,blue-collar
10055,technician
10056,services
10057,blue-collar
10058,technician
10059,technician
10060,management
10061,admin.
10062,entrepreneur
10063,technician
10064,services
10065,admin.
10066,technician
10067,services
10068,services
10069,blue-collar
10070,admin.
10071,admin.
10072,blue-collar
10073,management
10074,housemaid
10075,admin.
10076,admin.
10077,management
10078,technician
10079,blue-collar
10080,management
10081,blue-collar
10082,management
10083,management
10084,blue-collar
10085,blue-collar
10086,blue-collar
10087,self-employed
10088,management
10089,blue-collar
10090,retired
10091,technician
10092,blue-collar
10093,services
10094,management
10095,services
10096,admin.
10097,management
10098,services
10099,management
10100,admin.
10101,admin.
10102,management
10103,services
10104,blue-collar
10105,technician
10106,blue-collar
10107,entrepreneur
10108,blue-collar
10109,admin.
10110,admin.
10111,blue-collar
10112,management
10113,management
10114,admin.
10115,technician
10116,technician
10117,management
10118,services
10119,retired
10120,technician
10121,student
10122,blue-collar
10123,management
10124,blue-collar
10125,student
10126,services
10127,services
10128,admin.
10129,management
10130,blue-collar
10131,housemaid
10132,management
10133,blue-collar
10134,technician
10135,technician
10136,blue-collar
10137,blue-collar
10138,technician
10139,admin.
10140,technician
10141,admin.
10142,management
10143,admin.
10144,admin.
10145,admin.
10146,admin.
10147,entrepreneur
10148,retired
10149,management
10150,blue-collar
10151,blue-collar
10152,student
10153,blue-collar
10154,admin.
10155,technician
10156,self-employed
10157,management
10158,blue-collar
10159,entrepreneur
10160,management
10161,blue-collar
10162,blue-collar
10163,technician
10164,blue-collar
10165,technician
10166,blue-collar
10167,blue-collar
10168,management
10169,admin.
10170,unemployed
10171,management
10172,technician
10173,housemaid
10174,housemaid
10175,blue-collar
10176,management
10177,management
10178,entrepreneur
10179,management
10180,technician
10181,technician
10182,blue-collar
10183,technician
10184,blue-collar
10185,admin.
10186,services
10187,blue-collar
10188,retired
10189,services
10190,self-employed
10191,management
10192,services
10193,technician
10194,services
10195,technician
10196,admin.
10197,entrepreneur
10198,management
10199,blue-collar
10200,unemployed
10201,blue-collar
10202,management
10203,services
10204,technician
10205,blue-collar
10206,services
10207,blue-collar
10208,management
10209,blue-collar
10210,self-employed
10211,blue-collar
10212,blue-collar
10213,management
10214,self-employed
10215,management
10216,student
10217,technician
10218,technician
10219,management
10220,technician
10221,technician
10222,blue-collar
10223,admin.
10224,technician
10225,entrepreneur
10226,unemployed
10227,management
10228,blue-collar
10229,technician
10230,management
10231,blue-collar
10232,admin.
10233,blue-collar
10234,admin.
10235,admin.
10236,blue-collar
10237,services
10238,services
10239,admin.
10240,unemployed
10241,services
10242,management
10243,self-employed
10244,management
10245,management
10246,entrepreneur
10247,unemployed
10248,management
10249,retired
10250,admin.
10251,services
10252,management
10253,technician
10254,management
10255,management
10256,technician
10257,blue-collar
10258,technician
10259,technician
10260,blue-collar
10261,retired
10262,technician
10263,management
10264,admin.
10265,admin.
10266,technician
10267,admin.
10268,admin.
10269,technician
10270,services
10271,technician
10272,blue-collar
10273,self-employed
10274,blue-collar
10275,technician
10276,technician
10277,blue-collar
10278,blue-collar
10279,technician
10280,admin.
10281,technician
10282,technician
10283,management
10284,technician
10285,services
10286,blue-collar
10287,blue-collar
10288,management
10289,housemaid
10290,blue-collar
10291,technician
10292,blue-collar
10293,services
10294,admin.
10295,self-employed
10296,technician
10297,blue-collar
10298,admin.
10299,management
10300,management
10301,self-employed
10302,blue-collar
10303,self-employed
10304,management
10305,admin.
10306,entrepreneur
10307,unemployed
10308,blue-collar
10309,management
10310,blue-collar
10311,management
10312,management
10313,services
10314,management
10315,admin.
10316,services
10317,management
10318,services
10319,admin.
10320,blue-collar
10321,technician
10322,management
10323,entrepreneur
10324,management
10325,services
10326,management
10327,management
10328,management
10329,blue-collar
10330,management
10331,management
10332,services
10333,retired
10334,management
10335,blue-collar
10336,entrepreneur
10337,blue-collar
10338,blue-collar
10339,services
10340,services
10341,admin.
10342,retired
10343,blue-collar
10344,blue-collar
10345,blue-collar
10346,blue-collar
10347,technician
10348,blue-collar
10349,blue-collar
10350,self-employed
10351,admin.
10352,management
10353,admin.
10354,blue-collar
10355,management
10356,technician
10357,blue-collar
10358,services
10359,services
10360,blue-collar
10361,services
10362,housemaid
10363,blue-collar
10364,admin.
10365,admin.
10366,management
10367,management
10368,blue-collar
10369,blue-collar
10370,services
10371,management
10372,management
10373,blue-collar
10374,management
10375,services
10376,management
10377,entrepreneur
10378,admin.
10379,technician
10380,management
10381,technician
10382,management
10383,blue-collar
10384,entrepreneur
10385,housemaid
10386,management
10387,blue-collar
10388,admin.
10389,management
10390,admin.
10391,technician
10392,technician
10393,services
10394,blue-collar
10395,entrepreneur
10396,retired
10397,student
10398,management
10399,admin.
10400,entrepreneur
10401,blue-collar
10402,housemaid
10403,technician
10404,blue-collar
10405,technician
10406,unemployed
10407,blue-collar
10408,technician
10409,retired
10410,management
10411,admin.
10412,blue-collar
10413,technician
10414,blue-collar
10415,blue-collar
10416,retired
10417,admin.
10418,technician
10419,blue-collar
10420,technician
10421,self-employed
10422,services
10423,services
10424,blue-collar
10425,blue-collar
10426,housemaid
10427,blue-collar
10428,technician
10429,unemployed
10430,management
10431,blue-collar
10432,admin.
10433,technician
10434,technician
10435,technician
10436,technician
10437,blue-collar
10438,retired
10439,retired
10440,management
10441,blue-collar
10442,management
10443,blue-collar
10444,admin.
10445,retired
10446,entrepreneur
10447,technician
10448,technician
10449,admin.
10450,blue-collar
10451,admin.
10452,entrepreneur
10453,management
10454,admin.
10455,blue-collar
10456,blue-collar
10457,admin.
10458,blue-collar
10459,services
10460,admin.
10461,blue-collar
10462,technician
10463,housemaid
10464,admin.
10465,blue-collar
10466,management
10467,technician
10468,entrepreneur
10469,management
10470,management
10471,management
10472,blue-collar
10473,blue-collar
10474,blue-collar
10475,technician
10476,services
10477,technician
10478,management
10479,management
10480,services
10481,blue-collar
10482,technician
10483,management
10484,technician
10485,technician
10486,blue-collar
10487,admin.
10488,admin.
10489,blue-collar
10490,management
10491,admin.
10492,services
10493,management
10494,management
10495,services
10496,blue-collar
10497,technician
10498,management
10499,management
10500,blue-collar
10501,technician
10502,blue-collar
10503,housemaid
10504,technician
10505,admin.
10506,technician
10507,technician
10508,blue-collar
10509,blue-collar
10510,management
10511,blue-collar
10512,blue-collar
10513,admin.
10514,blue-collar
10515,services
10516,services
10517,unemployed
10518,management
10519,self-employed
10520,services
10521,student
10522,management
10523,management
10524,admin.
10525,technician
10526,management
10527,blue-collar
10528,blue-collar
10529,entrepreneur
10530,management
10531,management
10532,unemployed
10533,blue-collar
10534,blue-collar
10535,technician
10536,entrepreneur
10537,blue-collar
10538,management
10539,services
10540,self-employed
10541,management
10542,management
10543,services
10544,technician
10545,management
10546,management
10547,admin.
10548,retired
10549,blue-collar
10550,services
10551,blue-collar
10552,management
10553,blue-collar
10554,management
10555,management
10556,admin.
10557,unemployed
10558,technician
10559,management
10560,technician
10561,housemaid
10562,retired
10563,admin.
10564,technician
10565,admin.
10566,blue-collar
10567,admin.
10568,services
10569,unemployed
10570,unknown
10571,housemaid
10572,admin.
10573,admin.
10574,admin.
10575,blue-collar
10576,management
10577,services
10578,entrepreneur
10579,admin.
10580,admin.
10581,management
10582,retired
10583,technician
10584,blue-collar
10585,entrepreneur
10586,management
10587,management
10588,retired
10589,management
10590,technician
10591,retired
10592,technician
10593,blue-collar
10594,admin.
10595,technician
10596,blue-collar
10597,technician
10598,management
10599,blue-collar
10600,management
10601,management
10602,blue-collar
10603,services
10604,self-employed
10605,entrepreneur
10606,services
10607,self-employed
10608,entrepreneur
10609,student
10610,admin.
10611,technician
10612,services
10613,admin.
10614,admin.
10615,blue-collar
10616,technician
10617,technician
10618,retired
10619,housemaid
10620,management
10621,blue-collar
10622,management
10623,self-employed
10624,blue-collar
10625,management
10626,technician
10627,management
10628,services
10629,self-employed
10630,blue-collar
10631,student
10632,blue-collar
10633,blue-collar
10634,technician
10635,student
10636,blue-collar
10637,technician
10638,management
10639,unemployed
10640,blue-collar
10641,management
10642,management
10643,admin.
10644,blue-collar
10645,blue-collar
10646,blue-collar
10647,technician
10648,retired
10649,blue-collar
10650,technician
10651,management
10652,technician
10653,management
10654,technician
10655,management
10656,blue-collar
10657,admin.
10658,housemaid
10659,technician
10660,unknown
10661,blue-collar
10662,blue-collar
10663,blue-collar
10664,entrepreneur
10665,management
10666,management
10667,retired
10668,technician
10669,blue-collar
10670,management
10671,entrepreneur
10672,retired
10673,blue-collar
10674,technician
10675,technician
10676,housemaid
10677,admin.
10678,technician
10679,management
10680,management
10681,technician
10682,admin.
10683,management
10684,blue-collar
10685,admin.
10686,student
10687,technician
10688,blue-collar
10689,retired
10690,self-employed
10691,management
10692,management
10693,management
10694,technician
10695,housemaid
10696,technician
10697,blue-collar
10698,self-employed
10699,services
10700,technician
10701,blue-collar
10702,management
10703,student
10704,technician
10705,management
10706,blue-collar
10707,services
10708,blue-collar
10709,services
10710,technician
10711,management
10712,management
10713,admin.
10714,management
10715,admin.
10716,entrepreneur
10717,management
10718,entrepreneur
10719,technician
10720,management
10721,retired
10722,self-employed
10723,services
10724,unemployed
10725,services
10726,self-employed
10727,admin.
10728,blue-collar
10729,services
10730,blue-collar
10731,retired
10732,technician
10733,management
10734,retired
10735,blue-collar
10736,blue-collar
10737,admin.
10738,blue-collar
10739,management
10740,management
10741,blue-collar
10742,management
10743,management
10744,technician
10745,management
10746,services
10747,blue-collar
10748,blue-collar
10749,technician
10750,unemployed
10751,housemaid
10752,retired
10753,blue-collar
10754,blue-collar
